Brand,Model,Version,Transmission,Year,Age,Sex,Policy,Insurance_company,Price
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,Zurich,"4,017.66"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,AIG,"4,601.20"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,Mapfre,"4,637.39"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,Seguros Atlas,"5,060.37"
Chevrolet,AVEO,LTZ,Aut,2015,30,H,RC,GNP,"7,199.87"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,AXA,"6,031.49"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,Seguros Atlas,"6,342.74"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,ABA,"6,419.85"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,Zurich,"6,468.60"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,Mapfre,"6,641.64"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,HDI,"6,957.67"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,GNP,"7,163.93"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,AIG,"7,438.11"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Amplia,Inbursa,"9,100.14"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,HDI,"3,696.28"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,AXA,"3,993.16"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,Zurich,"4,275.00"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,ABA,"5,042.41"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,Seguros Atlas,"5,249.81"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,AIG,"5,560.01"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,Mapfre,"5,560.51"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,Inbursa,"5,809.03"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,Limitada,GNP,"6,942.98"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,AXA,"2,716.73"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,ABA,"2,864.03"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,HDI,"3,044.12"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,Zurich,"3,864.06"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,Mapfre,"4,146.77"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,AIG,"4,525.16"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,Seguros Atlas,"4,814.04"
Chevrolet,AVEO,LTZ,Aut,2015,35,H,RC,GNP,"6,863.75"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,AXA,"5,810.70"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,Seguros Atlas,"5,928.43"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,Zurich,"6,046.88"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,Mapfre,"6,192.64"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,ABA,"6,353.68"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,HDI,"6,791.85"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,GNP,"6,851.87"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,AIG,"7,155.43"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Amplia,Inbursa,"9,100.14"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,HDI,"3,659.93"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,AXA,"3,866.97"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,Zurich,"4,063.89"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,Seguros Atlas,"4,939.58"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,ABA,"4,969.60"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,Mapfre,"5,180.75"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,AIG,"5,432.00"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,Inbursa,"5,809.03"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,Limitada,GNP,"6,644.13"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,AXA,"2,649.78"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,ABA,"2,844.15"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,HDI,"3,003.48"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,Zurich,"3,692.40"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,Mapfre,"3,865.75"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,AIG,"4,474.21"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,Seguros Atlas,"4,545.31"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,40,H,RC,GNP,"6,569.64"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,Seguros Atlas,"5,583.16"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,AXA,"5,627.36"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,Mapfre,"5,760.55"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,Zurich,"5,878.63"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,ABA,"6,261.94"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,HDI,"6,493.92"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,GNP,"6,539.80"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,AIG,"6,939.03"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Amplia,Inbursa,"8,243.68"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,HDI,"3,593.87"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,AXA,"3,761.02"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,Zurich,"3,979.66"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,Seguros Atlas,"4,681.06"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,Mapfre,"4,709.16"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,ABA,"4,867.13"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,AIG,"5,303.98"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,Inbursa,"5,318.25"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,Limitada,GNP,"6,345.28"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,AXA,"2,592.30"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,ABA,"2,821.24"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,HDI,"2,934.12"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,Mapfre,"3,614.95"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,Zurich,"3,623.92"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,Seguros Atlas,"4,321.37"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,AIG,"4,423.26"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,45,H,RC,GNP,"6,275.53"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,Seguros Atlas,"5,272.42"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,AXA,"5,521.75"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,Mapfre,"5,640.48"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,Zurich,"5,747.27"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,GNP,"6,227.73"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,ABA,"6,232.96"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,HDI,"6,288.75"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,AIG,"6,788.14"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Amplia,Inbursa,"8,243.68"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,HDI,"3,580.23"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,AXA,"3,696.70"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,Zurich,"3,913.91"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,Seguros Atlas,"4,448.39"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,Mapfre,"4,636.00"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,ABA,"4,811.84"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,AIG,"5,175.18"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,Inbursa,"5,318.25"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,Limitada,GNP,"6,046.43"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,AXA,"2,553.82"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,ABA,"2,817.19"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,HDI,"2,917.40"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,Mapfre,"3,523.42"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,Zurich,"3,570.45"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,Seguros Atlas,"4,119.83"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,AIG,"4,371.52"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,50,H,RC,GNP,"5,981.42"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,AXA,"7,328.09"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,Seguros Atlas,"7,585.70"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,GNP,"7,921.81"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,HDI,"8,164.00"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,Mapfre,"8,870.19"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,ABA,"9,206.60"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,Zurich,"9,725.14"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,Inbursa,"9,956.60"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Amplia,AIG,"10,595.47"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,HDI,"4,008.71"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,AXA,"4,939.27"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,Zurich,"5,905.19"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,Seguros Atlas,"6,180.50"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,Inbursa,"6,299.81"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,AIG,"6,877.71"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,ABA,"7,124.32"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,Mapfre,"7,185.07"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,Limitada,GNP,"7,668.75"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,HDI,"3,366.91"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,AXA,"3,443.37"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,ABA,"3,510.24"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,Zurich,"5,189.57"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,Mapfre,"5,423.09"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,AIG,"5,591.31"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,Seguros Atlas,"5,620.22"
Chevrolet,AVEO,LTZ,Aut,2015,18,M,RC,GNP,"7,578.01"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,AXA,"6,704.04"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,Seguros Atlas,"6,998.75"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,GNP,"7,431.42"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,Zurich,"7,700.35"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,HDI,"7,734.85"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,ABA,"7,765.76"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,Mapfre,"8,610.28"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,AIG,"8,874.08"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Amplia,Inbursa,"9,956.60"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,HDI,"3,889.28"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,AXA,"4,439.45"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,Zurich,"4,891.60"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,Seguros Atlas,"5,741.01"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,ABA,"6,140.70"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,AIG,"6,215.58"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,Inbursa,"6,299.81"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,Mapfre,"6,981.34"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,Limitada,GNP,"7,199.13"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,AXA,"3,056.75"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,ABA,"3,200.79"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,HDI,"3,245.04"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,Zurich,"4,365.42"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,AIG,"5,127.88"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,Seguros Atlas,"5,239.53"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,Mapfre,"5,278.09"
Chevrolet,AVEO,LTZ,Aut,2015,25,M,RC,GNP,"7,115.84"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,AXA,"6,281.91"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,Seguros Atlas,"6,618.95"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,ABA,"6,833.46"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,Zurich,"6,874.04"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,GNP,"7,074.77"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,HDI,"7,327.53"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,Mapfre,"7,634.25"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,AIG,"7,776.54"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Amplia,Inbursa,"9,100.14"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,HDI,"3,784.69"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,AXA,"4,121.46"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,Zurich,"4,477.96"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,ABA,"5,368.83"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,Seguros Atlas,"5,456.63"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,AIG,"5,699.58"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,Inbursa,"5,809.03"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,Mapfre,"6,213.27"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,Limitada,GNP,"6,857.59"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,AXA,"2,798.72"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,ABA,"2,963.16"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,HDI,"3,137.08"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,Zurich,"4,029.09"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,Mapfre,"4,617.06"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,AIG,"4,653.72"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,Seguros Atlas,"4,993.19"
Chevrolet,AVEO,LTZ,Aut,2015,30,M,RC,GNP,"6,779.72"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,AXA,"5,965.54"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,Seguros Atlas,"6,239.16"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,Mapfre,"6,336.70"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,ABA,"6,419.85"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,Zurich,"6,489.49"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,GNP,"6,762.70"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,HDI,"6,957.67"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,AIG,"7,324.59"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Amplia,Inbursa,"9,100.14"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,HDI,"3,696.28"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,AXA,"3,927.21"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,Zurich,"4,285.45"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,ABA,"5,042.41"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,Seguros Atlas,"5,172.26"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,Mapfre,"5,400.92"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,AIG,"5,559.18"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,Inbursa,"5,809.03"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,Limitada,GNP,"6,558.74"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,AXA,"2,680.94"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,ABA,"2,864.03"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,HDI,"3,044.12"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,Zurich,"3,872.56"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,Mapfre,"4,128.56"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,AIG,"4,576.07"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,Seguros Atlas,"4,746.86"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,35,M,RC,GNP,"6,485.61"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,AXA,"5,745.80"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,Seguros Atlas,"5,859.37"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,Mapfre,"5,909.12"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,Zurich,"6,059.73"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,ANA,"6,303.38"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,ABA,"6,353.68"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,GNP,"6,450.63"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,Qualitas,"6,560.77"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,HDI,"6,791.85"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,AIG,"7,053.96"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Amplia,Inbursa,"9,100.14"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,HDI,"3,659.93"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,AXA,"3,802.07"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,Zurich,"4,070.32"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,Seguros Atlas,"4,887.88"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,ABA,"4,969.60"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,Mapfre,"5,033.28"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,Qualitas,"5,059.35"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,AIG,"5,433.93"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,ANA,"5,617.76"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,Inbursa,"5,809.03"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,Limitada,GNP,"6,259.89"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,AXA,"2,614.56"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,ABA,"2,844.15"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,HDI,"3,003.48"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,Inbursa,"3,302.21"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,Zurich,"3,697.64"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,Mapfre,"3,850.68"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,Seguros Atlas,"4,500.53"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,AIG,"4,524.03"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,Qualitas,"4,634.84"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,ANA,"4,764.78"
Chevrolet,AVEO,LTZ,Aut,2015,40,M,RC,GNP,"6,191.50"
Chevrolet,AVEO,LTZ,Aut,2015,45,M,Amplia,Mapfre,"5,502.58"
Chevrolet,AVEO,LTZ,Aut,2015,45,M,Amplia,Seguros Atlas,"5,514.11"
Chevrolet,AVEO,LTZ,Aut,2015,45,M,Amplia,AXA,"5,571.35"
